student_id,major_category,year_of_study,pre_semester_gpa,weekly_genai_hours,primary_use_case,prompt_engineering_skill,tool_diversity,paid_subscription,traditional_study_hours,perceived_ai_dependency,institutional_policy,anxiety_level_during_exams,post_semester_gpa,skill_retention_score,burnout_risk_level,gpa_change,genai_hours_band,dependency_band,anxiety_band,total_study_hours,ai_to_traditional_study_ratio
122377,STEM,Senior,3.955,6.55,Summarizing_Reading,Beginner,3,No,6.92,3,Actively_Encouraged,4,4.0,80.38,Low,0.045,>5–10,3–4 Moderate,3–4,13.47,0.947
122378,STEM,Freshman,3.28,0.78,Ideation,Intermediate,3,No,7.71,3,Strict_Ban,5,3.372,64.3,Low,0.092,0–2,3–4 Moderate,5–6,8.49,0.101
122379,Medical,Junior,3.122,7.68,Ideation,Beginner,2,Yes,6.95,5,Allowed_With_Citation,5,3.357,62.47,Medium,0.235,>5–10,5–6 Elevated,5–6,14.63,1.105
122380,Medical,Sophomore,3.346,3.79,Copywriting/Drafting,Beginner,2,No,7.7,3,Actively_Encouraged,1,3.567,66.27,High,0.221,>2–5,3–4 Moderate,1–2,11.49,0.492
122381,Humanities,Junior,3.339,9.91,Copywriting/Drafting,Intermediate,3,Yes,16.51,4,Actively_Encouraged,2,3.789,73.95,Medium,0.45,>5–10,3–4 Moderate,1–2,26.42,0.6
122382,Humanities,Junior,2.317,1.31,Copywriting/Drafting,Intermediate,4,Yes,4.51,1,Actively_Encouraged,3,2.564,52.77,Low,0.247,0–2,1–2 Low,3–4,5.82,0.29
122383,STEM,Junior,3.407,40.0,Direct_Answer_Generation,Intermediate,4,Yes,24.15,10,Allowed_With_Citation,6,3.112,51.72,High,-0.295,>20,9–10 Very High,5–6,64.15,1.656
122384,Medical,Freshman,3.139,1.41,Summarizing_Reading,Intermediate,3,No,11.45,3,Actively_Encouraged,3,3.397,70.9,Low,0.258,0–2,3–4 Moderate,3–4,12.86,0.123
122385,STEM,Senior,2.515,2.48,Debugging/Troubleshooting,Advanced,4,No,9.12,2,Strict_Ban,1,2.834,90.87,Medium,0.319,>2–5,1–2 Low,1–2,11.6,0.272
122386,STEM,Senior,3.356,27.79,Debugging/Troubleshooting,Intermediate,3,No,11.12,8,Allowed_With_Citation,5,3.387,59.77,High,0.031,>20,7–8 High,5–6,38.91,2.499
122387,Business,Graduate,2.831,2.98,Ideation,Intermediate,2,No,12.2,2,Allowed_With_Citation,9,3.2,65.39,Medium,0.369,>2–5,1–2 Low,9–10,15.18,0.244
122388,STEM,Junior,2.159,19.14,Ideation,Intermediate,1,Yes,9.36,6,Actively_Encouraged,5,2.205,92.42,Medium,0.046,>10–20,5–6 Elevated,5–6,28.5,2.045
122389,Medical,Senior,3.28,8.99,Summarizing_Reading,Beginner,2,Yes,4.48,3,Strict_Ban,6,3.353,82.92,Low,0.073,>5–10,3–4 Moderate,5–6,13.47,2.007
122390,STEM,Senior,3.054,2.8,Debugging/Troubleshooting,Intermediate,4,Yes,10.75,2,Strict_Ban,3,3.392,68.96,Low,0.338,>2–5,1–2 Low,3–4,13.55,0.26
122391,STEM,Freshman,3.507,38.56,Debugging/Troubleshooting,Advanced,4,Yes,8.88,8,Strict_Ban,10,3.879,86.53,High,0.372,>20,7–8 High,9–10,47.44,4.342
122392,Business,Senior,3.565,5.67,Ideation,Intermediate,2,Yes,21.58,1,Actively_Encouraged,5,3.938,68.42,Low,0.373,>5–10,1–2 Low,5–6,27.25,0.263
122393,Humanities,Sophomore,3.632,1.53,Direct_Answer_Generation,Beginner,3,No,11.04,2,Allowed_With_Citation,1,3.768,53.37,Low,0.136,0–2,1–2 Low,1–2,12.57,0.139
122394,STEM,Senior,2.982,16.25,Debugging/Troubleshooting,Beginner,2,No,11.37,4,Allowed_With_Citation,3,3.132,80.47,Medium,0.15,>10–20,3–4 Moderate,3–4,27.62,1.429
122395,Humanities,Junior,2.852,13.48,Ideation,Beginner,3,Yes,13.72,6,Allowed_With_Citation,3,3.166,65.19,Medium,0.314,>10–20,5–6 Elevated,3–4,27.2,0.983
122396,Humanities,Junior,3.619,12.74,Ideation,Beginner,1,Yes,6.3,3,Actively_Encouraged,3,3.532,81.97,Medium,-0.087,>10–20,3–4 Moderate,3–4,19.04,2.022
122397,Medical,Sophomore,3.268,16.64,Summarizing_Reading,Beginner,2,Yes,8.36,6,Actively_Encouraged,5,3.354,84.65,Medium,0.086,>10–20,5–6 Elevated,5–6,25.0,1.99
122398,STEM,Senior,3.123,7.19,Debugging/Troubleshooting,Intermediate,3,Yes,7.63,1,Actively_Encouraged,6,3.315,97.59,Low,0.192,>5–10,1–2 Low,5–6,14.82,0.942
122399,Medical,Freshman,2.952,8.31,Summarizing_Reading,Intermediate,1,No,14.37,3,Allowed_With_Citation,6,3.177,75.79,Medium,0.225,>5–10,3–4 Moderate,5–6,22.68,0.578
122400,Business,Senior,3.161,7.99,Debugging/Troubleshooting,Intermediate,3,No,20.58,2,Allowed_With_Citation,3,3.501,78.44,Medium,0.34,>5–10,1–2 Low,3–4,28.57,0.388
122401,STEM,Freshman,3.128,4.99,Debugging/Troubleshooting,Beginner,2,No,14.33,5,Allowed_With_Citation,2,3.256,66.25,Low,0.128,>2–5,5–6 Elevated,1–2,19.32,0.348
122402,STEM,Sophomore,3.483,0.07,Debugging/Troubleshooting,Intermediate,3,Yes,10.43,1,Actively_Encouraged,8,3.665,82.43,Medium,0.182,0–2,1–2 Low,7–8,10.5,0.007
122403,Business,Freshman,2.55,15.71,Copywriting/Drafting,Intermediate,2,Yes,20.52,2,Actively_Encouraged,1,2.898,62.47,Low,0.348,>10–20,1–2 Low,1–2,36.23,0.766
122404,STEM,Sophomore,2.712,18.28,Debugging/Troubleshooting,Intermediate,2,Yes,7.5,7,Allowed_With_Citation,4,3.128,72.21,High,0.416,>10–20,7–8 High,3–4,25.78,2.437
122405,Humanities,Sophomore,3.663,9.31,Copywriting/Drafting,Intermediate,5,No,3.91,2,Allowed_With_Citation,8,3.863,90.0,Low,0.2,>5–10,1–2 Low,7–8,13.22,2.381
122406,STEM,Sophomore,3.179,1.06,Debugging/Troubleshooting,Advanced,3,No,10.34,5,Allowed_With_Citation,4,3.323,75.06,Medium,0.144,0–2,5–6 Elevated,3–4,11.4,0.103
122407,Business,Sophomore,3.713,0.52,Ideation,Beginner,2,Yes,17.93,2,Allowed_With_Citation,3,3.939,81.21,Medium,0.226,0–2,1–2 Low,3–4,18.45,0.029
122408,Business,Graduate,2.989,12.79,Ideation,Intermediate,5,Yes,3.89,3,Allowed_With_Citation,6,3.414,75.84,High,0.425,>10–20,3–4 Moderate,5–6,16.68,3.288
122409,STEM,Sophomore,3.143,9.64,Debugging/Troubleshooting,Intermediate,2,Yes,5.0,2,Allowed_With_Citation,5,3.37,61.72,Low,0.227,>5–10,1–2 Low,5–6,14.64,1.928
122410,Business,Senior,2.95,3.35,Ideation,Beginner,1,Yes,12.37,2,Allowed_With_Citation,6,3.197,64.49,High,0.247,>2–5,1–2 Low,5–6,15.72,0.271
122411,Arts,Sophomore,2.783,0.75,Copywriting/Drafting,Advanced,4,No,13.4,5,Allowed_With_Citation,3,2.852,77.11,Low,0.069,0–2,5–6 Elevated,3–4,14.15,0.056
122412,STEM,Senior,3.607,9.12,Debugging/Troubleshooting,Beginner,2,Yes,12.48,2,Allowed_With_Citation,1,4.0,83.35,Low,0.393,>5–10,1–2 Low,1–2,21.6,0.731
122413,Medical,Senior,3.733,4.34,Ideation,Advanced,4,Yes,9.23,4,Actively_Encouraged,5,3.911,74.91,High,0.178,>2–5,3–4 Moderate,5–6,13.57,0.47
122414,Business,Senior,3.305,7.88,Direct_Answer_Generation,Intermediate,2,No,10.07,3,Strict_Ban,6,3.75,100.0,Medium,0.445,>5–10,3–4 Moderate,5–6,17.95,0.783
122415,Medical,Junior,1.994,10.29,Debugging/Troubleshooting,Intermediate,2,No,9.83,4,Allowed_With_Citation,2,2.175,70.76,Medium,0.181,>10–20,3–4 Moderate,1–2,20.12,1.047
122416,STEM,Graduate,2.692,1.58,Debugging/Troubleshooting,Advanced,3,Yes,13.35,2,Allowed_With_Citation,4,3.092,82.98,High,0.4,0–2,1–2 Low,3–4,14.93,0.118
122417,Medical,Sophomore,3.676,14.31,Ideation,Beginner,2,Yes,11.15,2,Actively_Encouraged,6,3.843,100.0,Medium,0.167,>10–20,1–2 Low,5–6,25.46,1.283
122418,Business,Junior,2.965,0.43,Debugging/Troubleshooting,Intermediate,2,Yes,9.51,3,Allowed_With_Citation,4,3.211,78.95,Medium,0.246,0–2,3–4 Moderate,3–4,9.94,0.045
122419,Business,Senior,2.261,3.19,Direct_Answer_Generation,Beginner,2,No,7.54,2,Actively_Encouraged,6,2.467,68.29,Medium,0.206,>2–5,1–2 Low,5–6,10.73,0.423
122420,Business,Graduate,3.521,1.68,Summarizing_Reading,Beginner,1,No,13.32,4,Allowed_With_Citation,4,4.0,52.03,Low,0.479,0–2,3–4 Moderate,3–4,15.0,0.126
122421,STEM,Freshman,3.043,13.18,Debugging/Troubleshooting,Beginner,3,Yes,8.0,5,Allowed_With_Citation,1,3.407,77.62,Medium,0.364,>10–20,5–6 Elevated,1–2,21.18,1.648
122422,Medical,Freshman,3.597,1.08,Direct_Answer_Generation,Beginner,1,No,16.24,2,Actively_Encouraged,4,3.824,50.86,Medium,0.227,0–2,1–2 Low,3–4,17.32,0.067
122423,Business,Junior,3.54,0.82,Ideation,Advanced,5,No,13.52,2,Allowed_With_Citation,1,3.736,55.06,Medium,0.196,0–2,1–2 Low,1–2,14.34,0.061
122424,STEM,Graduate,3.482,22.9,Debugging/Troubleshooting,Intermediate,3,No,26.44,6,Allowed_With_Citation,5,4.0,91.41,High,0.518,>20,5–6 Elevated,5–6,49.34,0.866
122425,STEM,Freshman,2.872,14.18,Debugging/Troubleshooting,Beginner,2,Yes,10.02,6,Allowed_With_Citation,4,2.985,61.11,Medium,0.113,>10–20,5–6 Elevated,3–4,24.2,1.415
122426,STEM,Sophomore,3.457,0.64,Direct_Answer_Generation,Advanced,4,No,9.88,3,Allowed_With_Citation,6,3.252,94.12,Low,-0.205,0–2,3–4 Moderate,5–6,10.52,0.065
122427,Business,Sophomore,2.222,12.38,Ideation,Beginner,2,No,10.68,3,Strict_Ban,6,2.328,61.96,High,0.106,>10–20,3–4 Moderate,5–6,23.06,1.159
122428,Business,Sophomore,2.922,4.86,Copywriting/Drafting,Intermediate,1,No,9.58,5,Allowed_With_Citation,2,3.162,84.54,Low,0.24,>2–5,5–6 Elevated,1–2,14.44,0.507
122429,Humanities,Freshman,3.699,4.32,Copywriting/Drafting,Intermediate,2,No,8.21,3,Allowed_With_Citation,4,3.938,89.39,Low,0.239,>2–5,3–4 Moderate,3–4,12.53,0.526
122430,Humanities,Senior,2.438,31.46,Direct_Answer_Generation,Advanced,4,No,12.67,8,Actively_Encouraged,6,1.991,56.89,High,-0.447,>20,7–8 High,5–6,44.13,2.483
122431,Business,Freshman,3.474,0.59,Copywriting/Drafting,Beginner,1,Yes,8.57,1,Allowed_With_Citation,3,3.573,79.5,Low,0.099,0–2,1–2 Low,3–4,9.16,0.069
122432,Business,Junior,3.704,40.0,Ideation,Beginner,2,Yes,10.76,9,Actively_Encouraged,5,3.937,71.92,High,0.233,>20,9–10 Very High,5–6,50.76,3.717
122433,STEM,Freshman,3.833,40.0,Debugging/Troubleshooting,Beginner,1,Yes,9.29,7,Allowed_With_Citation,8,3.882,71.6,High,0.049,>20,7–8 High,7–8,49.29,4.306
122434,STEM,Senior,3.722,4.99,Debugging/Troubleshooting,Intermediate,4,No,17.0,1,Allowed_With_Citation,2,3.997,100.0,Low,0.275,>2–5,1–2 Low,1–2,21.99,0.294
122435,STEM,Senior,2.949,21.48,Ideation,Advanced,5,Yes,9.77,5,Actively_Encouraged,9,3.068,63.15,High,0.119,>20,5–6 Elevated,9–10,31.25,2.199
122436,Medical,Senior,3.199,0.26,Summarizing_Reading,Beginner,2,No,6.01,1,Actively_Encouraged,1,3.615,66.56,Low,0.416,0–2,1–2 Low,1–2,6.27,0.043
122437,Business,Senior,2.989,3.44,Summarizing_Reading,Advanced,4,No,13.36,2,Allowed_With_Citation,1,3.034,68.83,Low,0.045,>2–5,1–2 Low,1–2,16.8,0.257
122438,Medical,Graduate,2.352,8.95,Debugging/Troubleshooting,Intermediate,2,No,14.12,3,Allowed_With_Citation,6,2.744,80.16,Low,0.392,>5–10,3–4 Moderate,5–6,23.07,0.634
122439,Humanities,Sophomore,3.041,7.34,Copywriting/Drafting,Intermediate,3,Yes,2.16,5,Actively_Encouraged,5,3.052,49.43,Medium,0.011,>5–10,5–6 Elevated,5–6,9.5,3.398
122440,Medical,Graduate,3.169,17.58,Direct_Answer_Generation,Advanced,5,Yes,4.57,6,Allowed_With_Citation,5,3.069,76.14,High,-0.1,>10–20,5–6 Elevated,5–6,22.15,3.847
122441,Business,Freshman,3.309,23.97,Debugging/Troubleshooting,Beginner,1,Yes,8.42,6,Strict_Ban,8,2.85,77.69,High,-0.459,>20,5–6 Elevated,7–8,32.39,2.847
122442,Humanities,Junior,3.417,0.24,Copywriting/Drafting,Beginner,3,No,9.67,1,Strict_Ban,4,3.54,84.76,Low,0.123,0–2,1–2 Low,3–4,9.91,0.025
122443,STEM,Freshman,2.498,8.3,Debugging/Troubleshooting,Advanced,4,No,7.66,2,Allowed_With_Citation,8,2.862,89.64,Medium,0.364,>5–10,1–2 Low,7–8,15.96,1.084
122444,Business,Sophomore,3.412,12.05,Copywriting/Drafting,Intermediate,1,Yes,9.85,4,Allowed_With_Citation,1,3.617,77.6,High,0.205,>10–20,3–4 Moderate,1–2,21.9,1.223
122445,Medical,Junior,2.011,1.05,Direct_Answer_Generation,Intermediate,1,No,6.64,2,Strict_Ban,4,2.311,59.1,Medium,0.3,0–2,1–2 Low,3–4,7.69,0.158
122446,STEM,Graduate,3.594,2.21,Debugging/Troubleshooting,Advanced,4,Yes,8.64,3,Actively_Encouraged,6,4.0,88.34,Low,0.406,>2–5,3–4 Moderate,5–6,10.85,0.256
122447,STEM,Sophomore,3.54,4.9,Direct_Answer_Generation,Intermediate,3,Yes,7.35,1,Actively_Encouraged,1,3.699,59.16,Low,0.159,>2–5,1–2 Low,1–2,12.25,0.667
122448,Business,Senior,2.32,2.24,Direct_Answer_Generation,Beginner,3,No,17.44,4,Allowed_With_Citation,8,2.749,64.31,High,0.429,>2–5,3–4 Moderate,7–8,19.68,0.128
122449,Medical,Senior,3.163,3.89,Debugging/Troubleshooting,Advanced,3,No,1.0,2,Allowed_With_Citation,4,3.556,100.0,Medium,0.393,>2–5,1–2 Low,3–4,4.89,3.89
122450,Business,Sophomore,3.093,8.44,Ideation,Beginner,2,No,13.95,5,Strict_Ban,7,3.146,58.29,Low,0.053,>5–10,5–6 Elevated,7–8,22.39,0.605
122451,STEM,Freshman,1.899,18.14,Summarizing_Reading,Advanced,3,Yes,1.74,3,Allowed_With_Citation,9,1.81,69.47,Medium,-0.089,>10–20,3–4 Moderate,9–10,19.88,10.425
122452,Humanities,Junior,3.322,3.54,Copywriting/Drafting,Advanced,5,Yes,7.78,1,Strict_Ban,7,3.498,70.2,High,0.176,>2–5,1–2 Low,7–8,11.32,0.455
122453,Humanities,Sophomore,2.429,8.61,Copywriting/Drafting,Beginner,2,No,9.82,4,Allowed_With_Citation,5,2.493,62.4,Medium,0.064,>5–10,3–4 Moderate,5–6,18.43,0.877
122454,Arts,Senior,2.379,4.85,Copywriting/Drafting,Beginner,1,No,3.98,2,Allowed_With_Citation,1,2.539,65.98,Low,0.16,>2–5,1–2 Low,1–2,8.83,1.219
122455,Arts,Freshman,2.693,5.03,Copywriting/Drafting,Beginner,1,No,19.68,1,Strict_Ban,2,2.936,43.13,Low,0.243,>5–10,1–2 Low,1–2,24.71,0.256
122456,Business,Freshman,3.262,12.91,Ideation,Beginner,3,No,8.33,6,Strict_Ban,6,3.198,81.93,Medium,-0.064,>10–20,5–6 Elevated,5–6,21.24,1.55
122457,STEM,Senior,2.746,18.91,Direct_Answer_Generation,Beginner,3,Yes,10.35,8,Allowed_With_Citation,7,2.545,80.76,Medium,-0.201,>10–20,7–8 High,7–8,29.26,1.827
122458,Medical,Graduate,2.509,11.53,Summarizing_Reading,Beginner,1,Yes,9.66,5,Strict_Ban,8,2.75,58.0,Medium,0.241,>10–20,5–6 Elevated,7–8,21.19,1.194
122459,Business,Sophomore,3.563,5.93,Direct_Answer_Generation,Beginner,2,No,8.33,4,Actively_Encouraged,7,3.797,58.6,Medium,0.234,>5–10,3–4 Moderate,7–8,14.26,0.712
122460,Medical,Senior,2.507,3.7,Copywriting/Drafting,Intermediate,4,Yes,18.24,1,Allowed_With_Citation,5,2.742,79.51,Medium,0.235,>2–5,1–2 Low,5–6,21.94,0.203
122461,Business,Junior,2.971,3.03,Ideation,Advanced,3,Yes,20.93,2,Strict_Ban,4,3.462,72.91,High,0.491,>2–5,1–2 Low,3–4,23.96,0.145
122462,Arts,Senior,2.827,7.94,Ideation,Beginner,1,No,14.75,3,Allowed_With_Citation,2,3.058,80.3,Medium,0.231,>5–10,3–4 Moderate,1–2,22.69,0.538
122463,Arts,Sophomore,2.692,3.23,Direct_Answer_Generation,Beginner,1,No,14.12,3,Allowed_With_Citation,5,3.084,43.32,Medium,0.392,>2–5,3–4 Moderate,5–6,17.35,0.229
122464,Humanities,Graduate,2.659,1.47,Direct_Answer_Generation,Intermediate,3,No,11.83,2,Strict_Ban,1,2.788,90.7,High,0.129,0–2,1–2 Low,1–2,13.3,0.124
122465,Medical,Freshman,2.191,4.19,Direct_Answer_Generation,Beginner,1,No,1.5,3,Allowed_With_Citation,6,2.089,38.84,High,-0.102,>2–5,3–4 Moderate,5–6,5.69,2.793
122466,STEM,Graduate,3.559,4.94,Copywriting/Drafting,Advanced,4,Yes,6.17,2,Actively_Encouraged,5,3.721,89.61,Medium,0.162,>2–5,1–2 Low,5–6,11.11,0.801
122467,Arts,Senior,2.661,4.92,Copywriting/Drafting,Intermediate,4,Yes,8.29,2,Allowed_With_Citation,4,2.754,66.4,Medium,0.093,>2–5,1–2 Low,3–4,13.21,0.593
122468,Medical,Graduate,2.701,2.48,Ideation,Intermediate,4,Yes,8.13,4,Allowed_With_Citation,5,2.768,66.54,Low,0.067,>2–5,3–4 Moderate,5–6,10.61,0.305
122469,Humanities,Senior,3.41,7.64,Copywriting/Drafting,Beginner,1,No,13.32,6,Strict_Ban,5,3.535,58.16,Low,0.125,>5–10,5–6 Elevated,5–6,20.96,0.574
122470,Business,Graduate,3.228,7.44,Debugging/Troubleshooting,Beginner,2,Yes,12.72,3,Strict_Ban,3,3.382,76.87,Medium,0.154,>5–10,3–4 Moderate,3–4,20.16,0.585
122471,Business,Senior,3.234,20.09,Copywriting/Drafting,Advanced,4,Yes,9.4,6,Allowed_With_Citation,7,3.42,76.98,High,0.186,>20,5–6 Elevated,7–8,29.49,2.137
122472,Arts,Graduate,3.765,6.54,Summarizing_Reading,Advanced,5,No,8.29,2,Strict_Ban,3,4.0,74.03,Medium,0.235,>5–10,1–2 Low,3–4,14.83,0.789
122473,Arts,Junior,3.346,18.92,Debugging/Troubleshooting,Advanced,5,Yes,11.13,5,Allowed_With_Citation,4,4.0,99.37,Medium,0.654,>10–20,5–6 Elevated,3–4,30.05,1.7
122474,Business,Graduate,3.635,15.97,Ideation,Intermediate,4,Yes,4.67,6,Allowed_With_Citation,5,3.997,97.1,Medium,0.362,>10–20,5–6 Elevated,5–6,20.64,3.42
122475,Arts,Sophomore,3.496,14.85,Ideation,Beginner,2,No,3.82,5,Actively_Encouraged,2,3.474,47.63,High,-0.022,>10–20,5–6 Elevated,1–2,18.67,3.887
122476,Humanities,Senior,2.893,1.59,Ideation,Intermediate,2,Yes,7.34,1,Actively_Encouraged,1,2.907,76.48,Medium,0.014,0–2,1–2 Low,1–2,8.93,0.217
122477,STEM,Senior,3.653,15.56,Debugging/Troubleshooting,Beginner,2,Yes,17.51,4,Actively_Encouraged,2,4.0,73.14,High,0.347,>10–20,3–4 Moderate,1–2,33.07,0.889
122478,Humanities,Senior,3.852,31.22,Copywriting/Drafting,Beginner,1,Yes,1.0,6,Allowed_With_Citation,3,3.901,62.74,Medium,0.049,>20,5–6 Elevated,3–4,32.22,31.22
122479,Business,Senior,3.743,12.8,Direct_Answer_Generation,Intermediate,4,Yes,5.07,3,Strict_Ban,5,3.992,75.07,High,0.249,>10–20,3–4 Moderate,5–6,17.87,2.525
122480,STEM,Freshman,3.816,5.05,Debugging/Troubleshooting,Intermediate,3,Yes,19.53,4,Strict_Ban,6,4.0,87.44,Low,0.184,>5–10,3–4 Moderate,5–6,24.58,0.259
122481,Business,Senior,3.714,16.45,Ideation,Beginner,1,No,16.11,5,Actively_Encouraged,8,4.0,72.11,Medium,0.286,>10–20,5–6 Elevated,7–8,32.56,1.021
122482,Humanities,Freshman,3.444,11.52,Direct_Answer_Generation,Beginner,2,Yes,19.33,2,Strict_Ban,7,3.58,66.34,High,0.136,>10–20,1–2 Low,7–8,30.85,0.596
122483,Arts,Junior,3.016,0.95,Ideation,Beginner,2,No,14.46,2,Strict_Ban,3,3.569,60.09,Medium,0.553,0–2,1–2 Low,3–4,15.41,0.066
122484,STEM,Senior,3.428,14.07,Debugging/Troubleshooting,Intermediate,2,Yes,9.82,6,Strict_Ban,6,3.598,84.33,High,0.17,>10–20,5–6 Elevated,5–6,23.89,1.433
122485,Business,Senior,3.507,5.22,Ideation,Beginner,2,No,6.2,4,Allowed_With_Citation,3,3.878,91.63,Medium,0.371,>5–10,3–4 Moderate,3–4,11.42,0.842
122486,Business,Senior,3.134,1.8,Ideation,Beginner,3,Yes,15.52,4,Strict_Ban,6,3.385,91.85,Medium,0.251,0–2,3–4 Moderate,5–6,17.32,0.116
122487,Medical,Junior,2.627,1.35,Summarizing_Reading,Beginner,1,No,14.41,3,Actively_Encouraged,2,3.043,92.69,Medium,0.416,0–2,3–4 Moderate,1–2,15.76,0.094
122488,Business,Freshman,3.56,1.61,Ideation,Beginner,3,No,13.38,5,Actively_Encouraged,6,3.757,79.73,Low,0.197,0–2,5–6 Elevated,5–6,14.99,0.12
122489,Arts,Junior,2.205,6.26,Ideation,Beginner,1,Yes,4.86,6,Actively_Encouraged,3,2.237,51.56,Low,0.032,>5–10,5–6 Elevated,3–4,11.12,1.288
122490,Medical,Junior,3.55,0.29,Summarizing_Reading,Advanced,5,No,11.85,5,Actively_Encouraged,4,3.536,74.9,Medium,-0.014,0–2,5–6 Elevated,3–4,12.14,0.024
122491,Business,Sophomore,2.855,27.18,Debugging/Troubleshooting,Beginner,2,No,2.39,6,Strict_Ban,8,2.894,34.51,High,0.039,>20,5–6 Elevated,7–8,29.57,11.372
122492,STEM,Junior,3.44,17.77,Copywriting/Drafting,Advanced,5,Yes,11.74,4,Actively_Encouraged,7,3.763,93.52,Low,0.323,>10–20,3–4 Moderate,7–8,29.51,1.514
122493,Arts,Graduate,3.382,3.27,Ideation,Intermediate,2,No,2.79,3,Actively_Encouraged,2,3.51,61.99,Low,0.128,>2–5,3–4 Moderate,1–2,6.06,1.172
122494,Business,Junior,3.377,1.23,Direct_Answer_Generation,Advanced,4,No,7.07,2,Allowed_With_Citation,1,3.407,62.99,Low,0.03,0–2,1–2 Low,1–2,8.3,0.174
122495,Humanities,Senior,3.506,8.92,Ideation,Beginner,2,No,9.58,3,Strict_Ban,1,3.503,73.44,Medium,-0.003,>5–10,3–4 Moderate,1–2,18.5,0.931
122496,Business,Junior,2.968,5.19,Ideation,Intermediate,4,No,9.08,3,Actively_Encouraged,1,3.107,88.16,High,0.139,>5–10,3–4 Moderate,1–2,14.27,0.572
122497,Arts,Junior,3.763,14.51,Copywriting/Drafting,Beginner,1,Yes,5.25,3,Actively_Encouraged,4,4.0,62.43,Medium,0.237,>10–20,3–4 Moderate,3–4,19.76,2.764
122498,Medical,Freshman,2.473,9.17,Copywriting/Drafting,Intermediate,2,No,2.55,3,Allowed_With_Citation,6,2.469,88.13,Medium,-0.004,>5–10,3–4 Moderate,5–6,11.72,3.596
122499,Medical,Graduate,3.824,4.39,Summarizing_Reading,Beginner,2,No,12.42,4,Allowed_With_Citation,4,4.0,72.07,Low,0.176,>2–5,3–4 Moderate,3–4,16.81,0.353
122500,Humanities,Junior,3.084,0.59,Direct_Answer_Generation,Beginner,2,No,14.64,4,Strict_Ban,2,3.67,77.98,Medium,0.586,0–2,3–4 Moderate,1–2,15.23,0.04
122501,Humanities,Senior,2.006,19.25,Copywriting/Drafting,Advanced,4,Yes,14.54,5,Allowed_With_Citation,5,2.722,57.43,High,0.716,>10–20,5–6 Elevated,5–6,33.79,1.324
122502,STEM,Senior,3.662,12.32,Summarizing_Reading,Advanced,3,Yes,15.63,2,Actively_Encouraged,4,3.963,94.45,Low,0.301,>10–20,1–2 Low,3–4,27.95,0.788
122503,STEM,Senior,1.824,4.99,Debugging/Troubleshooting,Intermediate,3,No,4.88,5,Actively_Encouraged,1,2.066,66.63,Low,0.242,>2–5,5–6 Elevated,1–2,9.87,1.023
122504,Medical,Freshman,3.05,6.19,Ideation,Beginner,3,No,9.37,1,Allowed_With_Citation,1,3.275,76.96,Low,0.225,>5–10,1–2 Low,1–2,15.56,0.661
122505,Humanities,Graduate,3.106,9.88,Copywriting/Drafting,Beginner,2,No,6.1,1,Strict_Ban,4,3.304,72.73,Low,0.198,>5–10,1–2 Low,3–4,15.98,1.62
122506,Business,Senior,2.966,0.5,Debugging/Troubleshooting,Advanced,3,No,5.69,4,Allowed_With_Citation,4,2.957,83.47,High,-0.009,0–2,3–4 Moderate,3–4,6.19,0.088
122507,Business,Senior,3.398,1.44,Ideation,Intermediate,3,No,14.29,1,Allowed_With_Citation,3,3.746,51.44,Medium,0.348,0–2,1–2 Low,3–4,15.73,0.101
122508,Arts,Junior,3.64,7.04,Ideation,Intermediate,1,Yes,14.88,4,Actively_Encouraged,2,4.0,61.73,Medium,0.36,>5–10,3–4 Moderate,1–2,21.92,0.473
122509,STEM,Senior,2.922,29.5,Debugging/Troubleshooting,Beginner,2,Yes,14.89,4,Allowed_With_Citation,4,3.368,65.06,High,0.446,>20,3–4 Moderate,3–4,44.39,1.981
122510,Humanities,Junior,3.575,6.23,Copywriting/Drafting,Beginner,2,No,15.51,5,Actively_Encouraged,4,3.808,84.04,Medium,0.233,>5–10,5–6 Elevated,3–4,21.74,0.402
122511,Humanities,Junior,2.991,0.4,Ideation,Intermediate,4,No,10.59,3,Actively_Encouraged,6,3.241,67.78,Low,0.25,0–2,3–4 Moderate,5–6,10.99,0.038
122512,Humanities,Senior,3.23,3.83,Copywriting/Drafting,Beginner,3,No,11.25,3,Strict_Ban,1,3.594,78.6,Medium,0.364,>2–5,3–4 Moderate,1–2,15.08,0.34
122513,Medical,Junior,3.14,5.94,Summarizing_Reading,Advanced,4,No,8.8,2,Allowed_With_Citation,2,3.666,78.23,Medium,0.526,>5–10,1–2 Low,1–2,14.74,0.675
122514,Arts,Freshman,2.757,2.89,Direct_Answer_Generation,Advanced,5,Yes,14.78,3,Allowed_With_Citation,3,2.928,83.58,Low,0.171,>2–5,3–4 Moderate,3–4,17.67,0.196
122515,Humanities,Sophomore,3.207,4.37,Copywriting/Drafting,Intermediate,4,No,13.11,2,Actively_Encouraged,3,3.29,85.52,Medium,0.083,>2–5,1–2 Low,3–4,17.48,0.333
122516,Medical,Junior,2.582,8.74,Summarizing_Reading,Beginner,1,No,6.61,2,Allowed_With_Citation,6,2.649,73.76,Medium,0.067,>5–10,1–2 Low,5–6,15.35,1.322
122517,Humanities,Graduate,3.555,1.48,Direct_Answer_Generation,Advanced,4,No,9.67,3,Allowed_With_Citation,4,3.862,80.22,Low,0.307,0–2,3–4 Moderate,3–4,11.15,0.153
